doc,pass,min_similarity,top_n_candidates,top_k,candidate_count,selected_chunk_count,expanded_ref_count,selected_chunk_token_estimate,gt_coverage,full_doc_chunks,rerank_ms_full_corpus
SA-2,radar_power_rf,0.25,50,5,42,5,12,1316,0.3333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.25,50,10,42,10,26,3448,0.6666666666666666,42,17314.345384016633
SA-2,radar_power_rf,0.25,50,15,42,15,39,5741,1.0,42,17314.345384016633
SA-2,radar_power_rf,0.25,50,20,42,20,52,7645,1.0,42,17314.345384016633
SA-2,radar_power_rf,0.25,50,30,42,30,82,11363,1.0,42,17314.345384016633
SA-2,radar_power_rf,0.25,75,5,42,5,12,1316,0.3333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.25,75,10,42,10,26,3448,0.6666666666666666,42,17314.345384016633
SA-2,radar_power_rf,0.25,75,15,42,15,39,5741,1.0,42,17314.345384016633
SA-2,radar_power_rf,0.25,75,20,42,20,52,7645,1.0,42,17314.345384016633
SA-2,radar_power_rf,0.25,75,30,42,30,82,11363,1.0,42,17314.345384016633
SA-2,radar_power_rf,0.25,100,5,42,5,12,1316,0.3333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.25,100,10,42,10,26,3448,0.6666666666666666,42,17314.345384016633
SA-2,radar_power_rf,0.25,100,15,42,15,39,5741,1.0,42,17314.345384016633
SA-2,radar_power_rf,0.25,100,20,42,20,52,7645,1.0,42,17314.345384016633
SA-2,radar_power_rf,0.25,100,30,42,30,82,11363,1.0,42,17314.345384016633
SA-2,radar_power_rf,0.3,25,5,25,5,11,1945,0.3333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.3,25,10,25,10,23,4208,0.6666666666666666,42,17314.345384016633
SA-2,radar_power_rf,0.3,25,15,25,15,35,5815,0.7333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.3,25,20,25,20,48,7778,0.7333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.3,25,30,25,25,59,9884,0.7333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.3,50,5,42,5,12,1316,0.3333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.3,50,10,42,10,26,3448,0.6666666666666666,42,17314.345384016633
SA-2,radar_power_rf,0.3,50,15,42,15,39,5741,1.0,42,17314.345384016633
SA-2,radar_power_rf,0.3,50,20,42,20,52,7645,1.0,42,17314.345384016633
SA-2,radar_power_rf,0.3,50,30,42,30,82,11363,1.0,42,17314.345384016633
SA-2,radar_power_rf,0.3,75,5,42,5,12,1316,0.3333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.3,75,10,42,10,26,3448,0.6666666666666666,42,17314.345384016633
SA-2,radar_power_rf,0.3,75,15,42,15,39,5741,1.0,42,17314.345384016633
SA-2,radar_power_rf,0.3,75,20,42,20,52,7645,1.0,42,17314.345384016633
SA-2,radar_power_rf,0.3,75,30,42,30,82,11363,1.0,42,17314.345384016633
SA-2,radar_power_rf,0.3,100,5,42,5,12,1316,0.3333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.3,100,10,42,10,26,3448,0.6666666666666666,42,17314.345384016633
SA-2,radar_power_rf,0.3,100,15,42,15,39,5741,1.0,42,17314.345384016633
SA-2,radar_power_rf,0.3,100,20,42,20,52,7645,1.0,42,17314.345384016633
SA-2,radar_power_rf,0.3,100,30,42,30,82,11363,1.0,42,17314.345384016633
SA-2,radar_power_rf,0.35,25,5,25,5,11,1945,0.3333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.35,25,10,25,10,23,4208,0.6666666666666666,42,17314.345384016633
SA-2,radar_power_rf,0.35,25,15,25,15,35,5815,0.7333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.35,25,20,25,20,48,7778,0.7333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.35,25,30,25,25,59,9884,0.7333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.35,50,5,39,5,12,1316,0.3333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.35,50,10,39,10,26,3448,0.6666666666666666,42,17314.345384016633
SA-2,radar_power_rf,0.35,50,15,39,15,39,5741,1.0,42,17314.345384016633
SA-2,radar_power_rf,0.35,50,20,39,20,50,7274,1.0,42,17314.345384016633
SA-2,radar_power_rf,0.35,50,30,39,30,81,11348,1.0,42,17314.345384016633
SA-2,radar_power_rf,0.35,75,5,39,5,12,1316,0.3333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.35,75,10,39,10,26,3448,0.6666666666666666,42,17314.345384016633
SA-2,radar_power_rf,0.35,75,15,39,15,39,5741,1.0,42,17314.345384016633
SA-2,radar_power_rf,0.35,75,20,39,20,50,7274,1.0,42,17314.345384016633
SA-2,radar_power_rf,0.35,75,30,39,30,81,11348,1.0,42,17314.345384016633
SA-2,radar_power_rf,0.35,100,5,39,5,12,1316,0.3333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.35,100,10,39,10,26,3448,0.6666666666666666,42,17314.345384016633
SA-2,radar_power_rf,0.35,100,15,39,15,39,5741,1.0,42,17314.345384016633
SA-2,radar_power_rf,0.35,100,20,39,20,50,7274,1.0,42,17314.345384016633
SA-2,radar_power_rf,0.35,100,30,39,30,81,11348,1.0,42,17314.345384016633
SA-2,radar_power_rf,0.4,25,5,25,5,11,1945,0.3333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.4,25,10,25,10,23,4208,0.6666666666666666,42,17314.345384016633
SA-2,radar_power_rf,0.4,25,15,25,15,35,5815,0.7333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.4,25,20,25,20,48,7778,0.7333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.4,25,30,25,25,59,9884,0.7333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.4,50,5,33,5,10,1931,0.3333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.4,50,10,33,10,24,4017,0.6666666666666666,42,17314.345384016633
SA-2,radar_power_rf,0.4,50,15,33,15,38,6101,0.8666666666666667,42,17314.345384016633
SA-2,radar_power_rf,0.4,50,20,33,20,48,7763,0.8666666666666667,42,17314.345384016633
SA-2,radar_power_rf,0.4,50,30,33,30,75,11943,0.8666666666666667,42,17314.345384016633
SA-2,radar_power_rf,0.4,75,5,33,5,10,1931,0.3333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.4,75,10,33,10,24,4017,0.6666666666666666,42,17314.345384016633
SA-2,radar_power_rf,0.4,75,15,33,15,38,6101,0.8666666666666667,42,17314.345384016633
SA-2,radar_power_rf,0.4,75,20,33,20,48,7763,0.8666666666666667,42,17314.345384016633
SA-2,radar_power_rf,0.4,75,30,33,30,75,11943,0.8666666666666667,42,17314.345384016633
SA-2,radar_power_rf,0.4,100,5,33,5,10,1931,0.3333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.4,100,10,33,10,24,4017,0.6666666666666666,42,17314.345384016633
SA-2,radar_power_rf,0.4,100,15,33,15,38,6101,0.8666666666666667,42,17314.345384016633
SA-2,radar_power_rf,0.4,100,20,33,20,48,7763,0.8666666666666667,42,17314.345384016633
SA-2,radar_power_rf,0.4,100,30,33,30,75,11943,0.8666666666666667,42,17314.345384016633
SA-2,radar_power_rf,0.45,25,5,17,5,9,1936,0.3333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.45,25,10,17,10,24,3949,0.5333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.45,25,15,17,15,36,6052,0.5333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.45,25,20,17,17,39,6802,0.5333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.45,25,30,17,17,39,6802,0.5333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.45,50,5,17,5,9,1936,0.3333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.45,50,10,17,10,24,3949,0.5333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.45,50,15,17,15,36,6052,0.5333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.45,50,20,17,17,39,6802,0.5333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.45,50,30,17,17,39,6802,0.5333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.45,75,5,17,5,9,1936,0.3333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.45,75,10,17,10,24,3949,0.5333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.45,75,15,17,15,36,6052,0.5333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.45,75,20,17,17,39,6802,0.5333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.45,75,30,17,17,39,6802,0.5333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.45,100,5,17,5,9,1936,0.3333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.45,100,10,17,10,24,3949,0.5333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.45,100,15,17,15,36,6052,0.5333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.45,100,20,17,17,39,6802,0.5333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.45,100,30,17,17,39,6802,0.5333333333333333,42,17314.345384016633
SA-2,radar_power_rf,0.5,25,5,1,1,4,505,0.06666666666666667,42,17314.345384016633
SA-2,radar_power_rf,0.5,25,10,1,1,4,505,0.06666666666666667,42,17314.345384016633
SA-2,radar_power_rf,0.5,25,15,1,1,4,505,0.06666666666666667,42,17314.345384016633
SA-2,radar_power_rf,0.5,25,20,1,1,4,505,0.06666666666666667,42,17314.345384016633
SA-2,radar_power_rf,0.5,25,30,1,1,4,505,0.06666666666666667,42,17314.345384016633
SA-2,radar_power_rf,0.5,50,5,1,1,4,505,0.06666666666666667,42,17314.345384016633
SA-2,radar_power_rf,0.5,50,10,1,1,4,505,0.06666666666666667,42,17314.345384016633
SA-2,radar_power_rf,0.5,50,15,1,1,4,505,0.06666666666666667,42,17314.345384016633
SA-2,radar_power_rf,0.5,50,20,1,1,4,505,0.06666666666666667,42,17314.345384016633
SA-2,radar_power_rf,0.5,50,30,1,1,4,505,0.06666666666666667,42,17314.345384016633
SA-2,radar_power_rf,0.5,75,5,1,1,4,505,0.06666666666666667,42,17314.345384016633
SA-2,radar_power_rf,0.5,75,10,1,1,4,505,0.06666666666666667,42,17314.345384016633
SA-2,radar_power_rf,0.5,75,15,1,1,4,505,0.06666666666666667,42,17314.345384016633
SA-2,radar_power_rf,0.5,75,20,1,1,4,505,0.06666666666666667,42,17314.345384016633
SA-2,radar_power_rf,0.5,75,30,1,1,4,505,0.06666666666666667,42,17314.345384016633
SA-2,radar_power_rf,0.5,100,5,1,1,4,505,0.06666666666666667,42,17314.345384016633
SA-2,radar_power_rf,0.5,100,10,1,1,4,505,0.06666666666666667,42,17314.345384016633
SA-2,radar_power_rf,0.5,100,15,1,1,4,505,0.06666666666666667,42,17314.345384016633
SA-2,radar_power_rf,0.5,100,20,1,1,4,505,0.06666666666666667,42,17314.345384016633
SA-2,radar_power_rf,0.5,100,30,1,1,4,505,0.06666666666666667,42,17314.345384016633
SA-2,radar_antenna,0.2,25,5,25,5,14,2481,0.3333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.2,25,10,25,10,25,4730,0.6666666666666666,42,25112.16527596116
SA-2,radar_antenna,0.2,25,15,25,15,37,7050,0.8666666666666667,42,25112.16527596116
SA-2,radar_antenna,0.2,25,20,25,20,49,9045,0.8666666666666667,42,25112.16527596116
SA-2,radar_antenna,0.2,25,30,25,25,58,10581,0.8666666666666667,42,25112.16527596116
SA-2,radar_antenna,0.2,50,5,42,5,12,2063,0.3333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.2,50,10,42,10,24,4326,0.6666666666666666,42,25112.16527596116
SA-2,radar_antenna,0.2,50,15,42,15,39,6429,1.0,42,25112.16527596116
SA-2,radar_antenna,0.2,50,20,42,20,50,8498,1.0,42,25112.16527596116
SA-2,radar_antenna,0.2,50,30,42,30,83,12359,1.0,42,25112.16527596116
SA-2,radar_antenna,0.2,75,5,42,5,12,2063,0.3333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.2,75,10,42,10,24,4326,0.6666666666666666,42,25112.16527596116
SA-2,radar_antenna,0.2,75,15,42,15,39,6429,1.0,42,25112.16527596116
SA-2,radar_antenna,0.2,75,20,42,20,50,8498,1.0,42,25112.16527596116
SA-2,radar_antenna,0.2,75,30,42,30,83,12359,1.0,42,25112.16527596116
SA-2,radar_antenna,0.2,100,5,42,5,12,2063,0.3333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.2,100,10,42,10,24,4326,0.6666666666666666,42,25112.16527596116
SA-2,radar_antenna,0.2,100,15,42,15,39,6429,1.0,42,25112.16527596116
SA-2,radar_antenna,0.2,100,20,42,20,50,8498,1.0,42,25112.16527596116
SA-2,radar_antenna,0.2,100,30,42,30,83,12359,1.0,42,25112.16527596116
SA-2,radar_antenna,0.25,25,5,25,5,14,2481,0.3333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.25,25,10,25,10,25,4730,0.6666666666666666,42,25112.16527596116
SA-2,radar_antenna,0.25,25,15,25,15,37,7050,0.8666666666666667,42,25112.16527596116
SA-2,radar_antenna,0.25,25,20,25,20,49,9045,0.8666666666666667,42,25112.16527596116
SA-2,radar_antenna,0.25,25,30,25,25,58,10581,0.8666666666666667,42,25112.16527596116
SA-2,radar_antenna,0.25,50,5,42,5,12,2063,0.3333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.25,50,10,42,10,24,4326,0.6666666666666666,42,25112.16527596116
SA-2,radar_antenna,0.25,50,15,42,15,39,6429,1.0,42,25112.16527596116
SA-2,radar_antenna,0.25,50,20,42,20,50,8498,1.0,42,25112.16527596116
SA-2,radar_antenna,0.25,50,30,42,30,83,12359,1.0,42,25112.16527596116
SA-2,radar_antenna,0.25,75,5,42,5,12,2063,0.3333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.25,75,10,42,10,24,4326,0.6666666666666666,42,25112.16527596116
SA-2,radar_antenna,0.25,75,15,42,15,39,6429,1.0,42,25112.16527596116
SA-2,radar_antenna,0.25,75,20,42,20,50,8498,1.0,42,25112.16527596116
SA-2,radar_antenna,0.25,75,30,42,30,83,12359,1.0,42,25112.16527596116
SA-2,radar_antenna,0.25,100,5,42,5,12,2063,0.3333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.25,100,10,42,10,24,4326,0.6666666666666666,42,25112.16527596116
SA-2,radar_antenna,0.25,100,15,42,15,39,6429,1.0,42,25112.16527596116
SA-2,radar_antenna,0.25,100,20,42,20,50,8498,1.0,42,25112.16527596116
SA-2,radar_antenna,0.25,100,30,42,30,83,12359,1.0,42,25112.16527596116
SA-2,radar_antenna,0.3,25,5,25,5,14,2481,0.3333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.3,25,10,25,10,25,4730,0.6666666666666666,42,25112.16527596116
SA-2,radar_antenna,0.3,25,15,25,15,37,7050,0.8666666666666667,42,25112.16527596116
SA-2,radar_antenna,0.3,25,20,25,20,49,9045,0.8666666666666667,42,25112.16527596116
SA-2,radar_antenna,0.3,25,30,25,25,58,10581,0.8666666666666667,42,25112.16527596116
SA-2,radar_antenna,0.3,50,5,42,5,12,2063,0.3333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.3,50,10,42,10,24,4326,0.6666666666666666,42,25112.16527596116
SA-2,radar_antenna,0.3,50,15,42,15,39,6429,1.0,42,25112.16527596116
SA-2,radar_antenna,0.3,50,20,42,20,50,8498,1.0,42,25112.16527596116
SA-2,radar_antenna,0.3,50,30,42,30,83,12359,1.0,42,25112.16527596116
SA-2,radar_antenna,0.3,75,5,42,5,12,2063,0.3333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.3,75,10,42,10,24,4326,0.6666666666666666,42,25112.16527596116
SA-2,radar_antenna,0.3,75,15,42,15,39,6429,1.0,42,25112.16527596116
SA-2,radar_antenna,0.3,75,20,42,20,50,8498,1.0,42,25112.16527596116
SA-2,radar_antenna,0.3,75,30,42,30,83,12359,1.0,42,25112.16527596116
SA-2,radar_antenna,0.3,100,5,42,5,12,2063,0.3333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.3,100,10,42,10,24,4326,0.6666666666666666,42,25112.16527596116
SA-2,radar_antenna,0.3,100,15,42,15,39,6429,1.0,42,25112.16527596116
SA-2,radar_antenna,0.3,100,20,42,20,50,8498,1.0,42,25112.16527596116
SA-2,radar_antenna,0.3,100,30,42,30,83,12359,1.0,42,25112.16527596116
SA-2,radar_antenna,0.35,25,5,25,5,14,2481,0.3333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.35,25,10,25,10,25,4730,0.6666666666666666,42,25112.16527596116
SA-2,radar_antenna,0.35,25,15,25,15,37,7050,0.8666666666666667,42,25112.16527596116
SA-2,radar_antenna,0.35,25,20,25,20,49,9045,0.8666666666666667,42,25112.16527596116
SA-2,radar_antenna,0.35,25,30,25,25,58,10581,0.8666666666666667,42,25112.16527596116
SA-2,radar_antenna,0.35,50,5,41,5,12,2063,0.3333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.35,50,10,41,10,24,4326,0.6666666666666666,42,25112.16527596116
SA-2,radar_antenna,0.35,50,15,41,15,39,6429,1.0,42,25112.16527596116
SA-2,radar_antenna,0.35,50,20,41,20,50,8498,1.0,42,25112.16527596116
SA-2,radar_antenna,0.35,50,30,41,30,82,12153,1.0,42,25112.16527596116
SA-2,radar_antenna,0.35,75,5,41,5,12,2063,0.3333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.35,75,10,41,10,24,4326,0.6666666666666666,42,25112.16527596116
SA-2,radar_antenna,0.35,75,15,41,15,39,6429,1.0,42,25112.16527596116
SA-2,radar_antenna,0.35,75,20,41,20,50,8498,1.0,42,25112.16527596116
SA-2,radar_antenna,0.35,75,30,41,30,82,12153,1.0,42,25112.16527596116
SA-2,radar_antenna,0.35,100,5,41,5,12,2063,0.3333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.35,100,10,41,10,24,4326,0.6666666666666666,42,25112.16527596116
SA-2,radar_antenna,0.35,100,15,41,15,39,6429,1.0,42,25112.16527596116
SA-2,radar_antenna,0.35,100,20,41,20,50,8498,1.0,42,25112.16527596116
SA-2,radar_antenna,0.35,100,30,41,30,82,12153,1.0,42,25112.16527596116
SA-2,radar_antenna,0.4,25,5,25,5,14,2481,0.3333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.4,25,10,25,10,25,4730,0.6666666666666666,42,25112.16527596116
SA-2,radar_antenna,0.4,25,15,25,15,37,7050,0.8666666666666667,42,25112.16527596116
SA-2,radar_antenna,0.4,25,20,25,20,49,9045,0.8666666666666667,42,25112.16527596116
SA-2,radar_antenna,0.4,25,30,25,25,58,10581,0.8666666666666667,42,25112.16527596116
SA-2,radar_antenna,0.4,50,5,36,5,14,2481,0.3333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.4,50,10,36,10,26,4454,0.6666666666666666,42,25112.16527596116
SA-2,radar_antenna,0.4,50,15,36,15,39,6813,0.9333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.4,50,20,36,20,52,8920,0.9333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.4,50,30,36,30,82,12278,0.9333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.4,75,5,36,5,14,2481,0.3333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.4,75,10,36,10,26,4454,0.6666666666666666,42,25112.16527596116
SA-2,radar_antenna,0.4,75,15,36,15,39,6813,0.9333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.4,75,20,36,20,52,8920,0.9333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.4,75,30,36,30,82,12278,0.9333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.4,100,5,36,5,14,2481,0.3333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.4,100,10,36,10,26,4454,0.6666666666666666,42,25112.16527596116
SA-2,radar_antenna,0.4,100,15,36,15,39,6813,0.9333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.4,100,20,36,20,52,8920,0.9333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.4,100,30,36,30,82,12278,0.9333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.45,25,5,25,5,14,2481,0.3333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.45,25,10,25,10,25,4730,0.6666666666666666,42,25112.16527596116
SA-2,radar_antenna,0.45,25,15,25,15,37,7050,0.8666666666666667,42,25112.16527596116
SA-2,radar_antenna,0.45,25,20,25,20,49,9045,0.8666666666666667,42,25112.16527596116
SA-2,radar_antenna,0.45,25,30,25,25,58,10581,0.8666666666666667,42,25112.16527596116
SA-2,radar_antenna,0.45,50,5,29,5,14,2481,0.3333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.45,50,10,29,10,25,4730,0.6666666666666666,42,25112.16527596116
SA-2,radar_antenna,0.45,50,15,29,15,37,7050,0.8666666666666667,42,25112.16527596116
SA-2,radar_antenna,0.45,50,20,29,20,51,9173,0.8666666666666667,42,25112.16527596116
SA-2,radar_antenna,0.45,50,30,29,29,72,12368,0.8666666666666667,42,25112.16527596116
SA-2,radar_antenna,0.45,75,5,29,5,14,2481,0.3333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.45,75,10,29,10,25,4730,0.6666666666666666,42,25112.16527596116
SA-2,radar_antenna,0.45,75,15,29,15,37,7050,0.8666666666666667,42,25112.16527596116
SA-2,radar_antenna,0.45,75,20,29,20,51,9173,0.8666666666666667,42,25112.16527596116
SA-2,radar_antenna,0.45,75,30,29,29,72,12368,0.8666666666666667,42,25112.16527596116
SA-2,radar_antenna,0.45,100,5,29,5,14,2481,0.3333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.45,100,10,29,10,25,4730,0.6666666666666666,42,25112.16527596116
SA-2,radar_antenna,0.45,100,15,29,15,37,7050,0.8666666666666667,42,25112.16527596116
SA-2,radar_antenna,0.45,100,20,29,20,51,9173,0.8666666666666667,42,25112.16527596116
SA-2,radar_antenna,0.45,100,30,29,29,72,12368,0.8666666666666667,42,25112.16527596116
SA-2,radar_antenna,0.5,25,5,21,5,14,2481,0.3333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.5,25,10,21,10,25,4720,0.6666666666666666,42,25112.16527596116
SA-2,radar_antenna,0.5,25,15,21,15,38,6794,0.7333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.5,25,20,21,20,48,8306,0.7333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.5,25,30,21,21,50,8688,0.7333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.5,50,5,21,5,14,2481,0.3333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.5,50,10,21,10,25,4720,0.6666666666666666,42,25112.16527596116
SA-2,radar_antenna,0.5,50,15,21,15,38,6794,0.7333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.5,50,20,21,20,48,8306,0.7333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.5,50,30,21,21,50,8688,0.7333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.5,75,5,21,5,14,2481,0.3333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.5,75,10,21,10,25,4720,0.6666666666666666,42,25112.16527596116
SA-2,radar_antenna,0.5,75,15,21,15,38,6794,0.7333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.5,75,20,21,20,48,8306,0.7333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.5,75,30,21,21,50,8688,0.7333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.5,100,5,21,5,14,2481,0.3333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.5,100,10,21,10,25,4720,0.6666666666666666,42,25112.16527596116
SA-2,radar_antenna,0.5,100,15,21,15,38,6794,0.7333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.5,100,20,21,20,48,8306,0.7333333333333333,42,25112.16527596116
SA-2,radar_antenna,0.5,100,30,21,21,50,8688,0.7333333333333333,42,25112.16527596116
SA-2,radar_timing,0.2,25,5,25,5,12,2234,0.3333333333333333,42,17077.687887474895
SA-2,radar_timing,0.2,25,10,25,10,24,3972,0.6666666666666666,42,17077.687887474895
SA-2,radar_timing,0.2,25,15,25,15,36,6177,0.7333333333333333,42,17077.687887474895
SA-2,radar_timing,0.2,25,20,25,20,47,8160,0.7333333333333333,42,17077.687887474895
SA-2,radar_timing,0.2,25,30,25,25,57,10113,0.7333333333333333,42,17077.687887474895
SA-2,radar_timing,0.2,50,5,42,5,12,1612,0.3333333333333333,42,17077.687887474895
SA-2,radar_timing,0.2,50,10,42,10,26,3895,0.6666666666666666,42,17077.687887474895
SA-2,radar_timing,0.2,50,15,42,15,40,5460,1.0,42,17077.687887474895
SA-2,radar_timing,0.2,50,20,42,20,51,7663,1.0,42,17077.687887474895
SA-2,radar_timing,0.2,50,30,42,30,85,11724,1.0,42,17077.687887474895
SA-2,radar_timing,0.2,75,5,42,5,12,1612,0.3333333333333333,42,17077.687887474895
SA-2,radar_timing,0.2,75,10,42,10,26,3895,0.6666666666666666,42,17077.687887474895
SA-2,radar_timing,0.2,75,15,42,15,40,5460,1.0,42,17077.687887474895
SA-2,radar_timing,0.2,75,20,42,20,51,7663,1.0,42,17077.687887474895
SA-2,radar_timing,0.2,75,30,42,30,85,11724,1.0,42,17077.687887474895
SA-2,radar_timing,0.2,100,5,42,5,12,1612,0.3333333333333333,42,17077.687887474895
SA-2,radar_timing,0.2,100,10,42,10,26,3895,0.6666666666666666,42,17077.687887474895
SA-2,radar_timing,0.2,100,15,42,15,40,5460,1.0,42,17077.687887474895
SA-2,radar_timing,0.2,100,20,42,20,51,7663,1.0,42,17077.687887474895
SA-2,radar_timing,0.2,100,30,42,30,85,11724,1.0,42,17077.687887474895
SA-2,radar_timing,0.25,25,5,25,5,12,2234,0.3333333333333333,42,17077.687887474895
SA-2,radar_timing,0.25,25,10,25,10,24,3972,0.6666666666666666,42,17077.687887474895
SA-2,radar_timing,0.25,25,15,25,15,36,6177,0.7333333333333333,42,17077.687887474895
SA-2,radar_timing,0.25,25,20,25,20,47,8160,0.7333333333333333,42,17077.687887474895
SA-2,radar_timing,0.25,25,30,25,25,57,10113,0.7333333333333333,42,17077.687887474895
SA-2,radar_timing,0.25,50,5,42,5,12,1612,0.3333333333333333,42,17077.687887474895
SA-2,radar_timing,0.25,50,10,42,10,26,3895,0.6666666666666666,42,17077.687887474895
SA-2,radar_timing,0.25,50,15,42,15,40,5460,1.0,42,17077.687887474895
SA-2,radar_timing,0.25,50,20,42,20,51,7663,1.0,42,17077.687887474895
SA-2,radar_timing,0.25,50,30,42,30,85,11724,1.0,42,17077.687887474895
SA-2,radar_timing,0.25,75,5,42,5,12,1612,0.3333333333333333,42,17077.687887474895
SA-2,radar_timing,0.25,75,10,42,10,26,3895,0.6666666666666666,42,17077.687887474895
SA-2,radar_timing,0.25,75,15,42,15,40,5460,1.0,42,17077.687887474895
SA-2,radar_timing,0.25,75,20,42,20,51,7663,1.0,42,17077.687887474895
SA-2,radar_timing,0.25,75,30,42,30,85,11724,1.0,42,17077.687887474895
SA-2,radar_timing,0.25,100,5,42,5,12,1612,0.3333333333333333,42,17077.687887474895
SA-2,radar_timing,0.25,100,10,42,10,26,3895,0.6666666666666666,42,17077.687887474895
SA-2,radar_timing,0.25,100,15,42,15,40,5460,1.0,42,17077.687887474895
SA-2,radar_timing,0.25,100,20,42,20,51,7663,1.0,42,17077.687887474895
SA-2,radar_timing,0.25,100,30,42,30,85,11724,1.0,42,17077.687887474895
SA-2,radar_timing,0.3,25,5,25,5,12,2234,0.3333333333333333,42,17077.687887474895
SA-2,radar_timing,0.3,25,10,25,10,24,3972,0.6666666666666666,42,17077.687887474895
